,away_team,date,home_team,score,time,url,matchId
243,Udinese,Mar 4 2023,Atalanta,0 : 0,17:00,/Matches/1651621/Live/Italy-Serie-A-2022-2023-Atalanta-Udinese,1651621
244,Verona,Mar 5 2023,Spezia,0 : 0,11:30,/Matches/1651637/Live/Italy-Serie-A-2022-2023-Spezia-Verona,1651637
245,Salernitana,Mar 5 2023,Sampdoria,0 : 0,14:00,/Matches/1651633/Live/Italy-Serie-A-2022-2023-Sampdoria-Salernitana,1651633
246,Lecce,Mar 5 2023,Inter,2 : 0,17:00,/Matches/1651625/Live/Italy-Serie-A-2022-2023-Inter-Lecce,1651625
247,Juventus,Mar 5 2023,Roma,1 : 0,19:45,/Matches/1651631/Live/Italy-Serie-A-2022-2023-Roma-Juventus,1651631
248,Bologna,Mar 6 2023,Torino,1 : 0,19:45,/Matches/1651639/Live/Italy-Serie-A-2022-2023-Torino-Bologna,1651639
249,Cremonese,Mar 6 2023,Sassuolo,3 : 2,17:30,/Matches/1651635/Live/Italy-Serie-A-2022-2023-Sassuolo-Cremonese,1651635
250,Inter,Mar 10 2023,Spezia,2 : 1,19:45,/Matches/1651651/Live/Italy-Serie-A-2022-2023-Spezia-Inter,1651651
251,Lazio,Mar 11 2023,Bologna,0 : 0,19:45,/Matches/1651641/Live/Italy-Serie-A-2022-2023-Bologna-Lazio,1651641
252,Udinese,Mar 11 2023,Empoli,0 : 1,14:00,/Matches/1651644/Live/Italy-Serie-A-2022-2023-Empoli-Udinese,1651644
253,Atalanta,Mar 11 2023,Napoli,2 : 0,17:00,/Matches/1651649/Live/Italy-Serie-A-2022-2023-Napoli-Atalanta,1651649
254,Torino,Mar 12 2023,Lecce,0 : 2,11:30,/Matches/1651647/Live/Italy-Serie-A-2022-2023-Lecce-Torino,1651647
255,Fiorentina,Mar 12 2023,Cremonese,0 : 2,14:00,/Matches/1651643/Live/Italy-Serie-A-2022-2023-Cremonese-Fiorentina,1651643
256,Sampdoria,Mar 12 2023,Juventus,4 : 2,19:45,/Matches/1651646/Live/Italy-Serie-A-2022-2023-Juventus-Sampdoria,1651646
257,Monza,Mar 12 2023,Verona,1 : 1,14:00,/Matches/1651645/Live/Italy-Serie-A-2022-2023-Verona-Monza,1651645
258,Sassuolo,Mar 12 2023,Roma,3 : 4,17:00,/Matches/1651650/Live/Italy-Serie-A-2022-2023-Roma-Sassuolo,1651650
259,Salernitana,Mar 13 2023,AC Milan,1 : 1,19:45,/Matches/1651648/Live/Italy-Serie-A-2022-2023-AC-Milan-Salernitana,1651648
260,Empoli,Mar 17 2023,Atalanta,2 : 1,19:45,/Matches/1651652/Live/Italy-Serie-A-2022-2023-Atalanta-Empoli,1651652
261,Spezia,Mar 17 2023,Sassuolo,1 : 0,17:30,/Matches/1651665/Live/Italy-Serie-A-2022-2023-Sassuolo-Spezia,1651665
262,AC Milan,Mar 18 2023,Udinese,3 : 1,19:45,/Matches/1651669/Live/Italy-Serie-A-2022-2023-Udinese-AC-Milan,1651669
263,Bologna,Mar 18 2023,Salernitana,2 : 2,17:00,/Matches/1651661/Live/Italy-Serie-A-2022-2023-Salernitana-Bologna,1651661
264,Cremonese,Mar 18 2023,Monza,1 : 1,14:00,/Matches/1651659/Live/Italy-Serie-A-2022-2023-Monza-Cremonese,1651659
265,Lecce,Mar 19 2023,Fiorentina,1 : 0,14:00,/Matches/1651653/Live/Italy-Serie-A-2022-2023-Fiorentina-Lecce,1651653
266,Roma,Mar 19 2023,Lazio,1 : 0,17:00,/Matches/1651657/Live/Italy-Serie-A-2022-2023-Lazio-Roma,1651657
267,Juventus,Mar 19 2023,Inter,0 : 1,19:45,/Matches/1651655/Live/Italy-Serie-A-2022-2023-Inter-Juventus,1651655
268,Napoli,Mar 19 2023,Torino,0 : 4,14:00,/Matches/1651667/Live/Italy-Serie-A-2022-2023-Torino-Napoli,1651667
269,Verona,Mar 19 2023,Sampdoria,3 : 1,11:30,/Matches/1651663/Live/Italy-Serie-A-2022-2023-Sampdoria-Verona,1651663
270,Fiorentina,Apr 1 2023,Inter,0 : 1,17:00,/Matches/1651677/Live/Italy-Serie-A-2022-2023-Inter-Fiorentina,1651677
271,Atalanta,Apr 1 2023,Cremonese,1 : 3,14:00,/Matches/1651673/Live/Italy-Serie-A-2022-2023-Cremonese-Atalanta,1651673
272,Verona,Apr 1 2023,Juventus,1 : 0,19:45,/Matches/1651679/Live/Italy-Serie-A-2022-2023-Juventus-Verona,1651679
273,AC Milan,Apr 2 2023,Napoli,0 : 4,19:45,/Matches/1651683/Live/Italy-Serie-A-2022-2023-Napoli-AC-Milan,1651683
274,Sampdoria,Apr 2 2023,Roma,3 : 0,17:00,/Matches/1651685/Live/Italy-Serie-A-2022-2023-Roma-Sampdoria,1651685
275,Salernitana,Apr 2 2023,Spezia,1 : 1,14:00,/Matches/1651689/Live/Italy-Serie-A-2022-2023-Spezia-Salernitana,1651689
276,Udinese,Apr 2 2023,Bologna,3 : 0,11:30,/Matches/1651671/Live/Italy-Serie-A-2022-2023-Bologna-Udinese,1651671
277,Lazio,Apr 2 2023,Monza,0 : 2,14:00,/Matches/1651681/Live/Italy-Serie-A-2022-2023-Monza-Lazio,1651681
278,Torino,Apr 3 2023,Sassuolo,1 : 1,19:45,/Matches/1651687/Live/Italy-Serie-A-2022-2023-Sassuolo-Torino,1651687
279,Lecce,Apr 3 2023,Empoli,1 : 0,18:30,/Matches/1651675/Live/Italy-Serie-A-2022-2023-Empoli-Lecce,1651675
280,Napoli,Apr 7 2023,Lecce,1 : 2,18:00,/Matches/1651699/Live/Italy-Serie-A-2022-2023-Lecce-Napoli,1651699
281,Empoli,Apr 7 2023,AC Milan,0 : 0,20:00,/Matches/1651701/Live/Italy-Serie-A-2022-2023-AC-Milan-Empoli,1651701
282,Inter,Apr 7 2023,Salernitana,1 : 1,16:00,/Matches/1651703/Live/Italy-Serie-A-2022-2023-Salernitana-Inter,1651703
283,Spezia,Apr 8 2023,Fiorentina,1 : 1,13:30,/Matches/1651693/Live/Italy-Serie-A-2022-2023-Fiorentina-Spezia,1651693
284,Monza,Apr 8 2023,Udinese,2 : 2,11:30,/Matches/1651709/Live/Italy-Serie-A-2022-2023-Udinese-Monza,1651709
285,Cremonese,Apr 8 2023,Sampdoria,2 : 3,15:30,/Matches/1651705/Live/Italy-Serie-A-2022-2023-Sampdoria-Cremonese,1651705
286,Sassuolo,Apr 8 2023,Verona,2 : 1,17:30,/Matches/1651695/Live/Italy-Serie-A-2022-2023-Verona-Sassuolo,1651695
287,Bologna,Apr 8 2023,Atalanta,0 : 2,15:30,/Matches/1651691/Live/Italy-Serie-A-2022-2023-Atalanta-Bologna,1651691
288,Roma,Apr 8 2023,Torino,0 : 1,17:30,/Matches/1651707/Live/Italy-Serie-A-2022-2023-Torino-Roma,1651707
289,Juventus,Apr 8 2023,Lazio,2 : 1,19:45,/Matches/1651697/Live/Italy-Serie-A-2022-2023-Lazio-Juventus,1651697
290,Empoli,Apr 14 2023,Cremonese,1 : 0,17:30,/Matches/1651713/Live/Italy-Serie-A-2022-2023-Cremonese-Empoli,1651713
291,Lazio,Apr 14 2023,Spezia,0 : 3,19:45,/Matches/1651666/Live/Italy-Serie-A-2022-2023-Spezia-Lazio,1651666
292,Monza,Apr 15 2023,Inter,0 : 1,19:45,/Matches/1651656/Live/Italy-Serie-A-2022-2023-Inter-Monza,1651656
293,AC Milan,Apr 15 2023,Bologna,1 : 1,14:00,/Matches/1651711/Live/Italy-Serie-A-2022-2023-Bologna-AC-Milan,1651711
294,Verona,Apr 15 2023,Napoli,0 : 0,17:00,/Matches/1651660/Live/Italy-Serie-A-2022-2023-Napoli-Verona,1651660
295,Juventus,Apr 16 2023,Sassuolo,1 : 0,17:00,/Matches/1651664/Live/Italy-Serie-A-2022-2023-Sassuolo-Juventus,1651664
296,Udinese,Apr 16 2023,Roma,3 : 0,19:45,/Matches/1651662/Live/Italy-Serie-A-2022-2023-Roma-Udinese,1651662
297,Sampdoria,Apr 16 2023,Lecce,1 : 1,11:30,/Matches/1651658/Live/Italy-Serie-A-2022-2023-Lecce-Sampdoria,1651658
298,Salernitana,Apr 16 2023,Torino,1 : 1,14:00,/Matches/1651668/Live/Italy-Serie-A-2022-2023-Torino-Salernitana,1651668
299,Atalanta,Apr 17 2023,Fiorentina,1 : 1,19:45,/Matches/1651654/Live/Italy-Serie-A-2022-2023-Fiorentina-Atalanta,1651654
